price,rooms,bathroom,lift,terrace,square_meters,square_meters_price,real_state_apartment,real_state_attic,real_state_study,neighborhood_Ciutat Vella,neighborhood_Gràcia,neighborhood_Horta- Guinardo,neighborhood_Les Corts,neighborhood_Nou Barris,neighborhood_Sant Andreu,neighborhood_Sant Martí,neighborhood_Sants-Montjuïc,neighborhood_Sarria-Sant Gervasi
2252,4,2,0,0,100.0,22.52,1,0,0,0,0,0,0,0,0,0,0,0
2142,4,2,0,0,100.0,21.42,1,0,0,0,0,0,0,0,0,0,0,0
2288,4,2,0,0,100.0,22.88,1,0,0,0,0,0,0,0,0,0,0,0
1661,1,1,0,0,45.0,36.91111111111111,1,0,0,0,0,0,0,0,0,0,0,0
2354,3,2,0,0,92.0,25.58695652173913,1,0,0,0,0,0,0,0,0,1,0,0
1640,3,1,0,0,65.0,25.23076923076923,1,0,0,0,0,0,0,0,0,0,0,0
2063,3,2,0,0,100.0,20.63,1,0,0,0,0,0,0,0,0,0,0,0
1643,2,1,0,0,60.0,27.383333333333333,1,0,0,0,0,0,0,0,0,0,1,0
1500,1,1,0,0,35.0,42.85714285714285,1,0,0,0,0,0,0,0,1,0,0,0
2145,2,1,0,0,75.0,28.6,1,0,0,1,0,0,0,0,0,0,0,0
2241,4,2,0,0,100.0,22.41,1,0,0,0,0,0,0,0,0,0,0,0
1870,3,1,0,0,85.0,22.0,1,0,0,1,0,0,0,0,0,0,0,0
1870,3,2,0,0,85.0,22.0,1,0,0,1,0,0,0,0,0,0,0,0
1870,2,1,0,0,65.0,28.76923076923077,1,0,0,0,0,0,0,0,0,0,0,0
1967,2,2,0,0,85.0,23.141176470588235,1,0,0,0,0,0,0,0,0,0,0,0
2142,4,2,0,0,100.0,21.42,1,0,0,0,0,0,0,0,0,0,0,0
1889,2,2,0,0,84.0,22.48809523809524,1,0,0,0,0,0,0,0,0,0,0,0
2654,2,1,0,0,62.0,42.80645161290322,1,0,0,0,0,0,0,0,0,1,0,0
2142,4,2,0,0,100.0,21.42,1,0,0,0,0,0,0,0,0,0,0,0
1889,2,2,0,0,84.0,22.48809523809524,1,0,0,0,0,0,0,0,0,0,0,0
2654,2,1,0,0,62.0,42.80645161290322,1,0,0,0,0,0,0,0,0,1,0,0
2032,3,2,0,0,62.0,32.774193548387096,1,0,0,1,0,0,0,0,0,0,0,0
1495,1,1,0,0,40.0,37.375,1,0,0,1,0,0,0,0,0,0,0,0
1200,2,1,0,0,55.0,21.818181818181817,1,0,0,1,0,0,0,0,0,0,0,0
1942,2,1,0,0,75.0,25.89333333333333,1,0,0,1,0,0,0,0,0,0,0,0
890,2,1,1,0,58.0,15.344827586206897,0,0,0,0,0,0,0,0,0,0,0,0
850,1,1,1,0,69.0,12.318840579710145,0,0,0,0,1,0,0,0,0,0,0,0
995,3,1,1,1,80.0,12.4375,0,0,0,0,1,0,0,0,0,0,0,0
1300,4,2,1,0,90.0,14.444444444444445,0,0,0,0,0,0,0,0,0,0,0,0
850,3,1,0,0,85.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0
850,3,1,1,0,100.0,8.5,0,0,0,0,0,0,0,0,0,1,0,0
1400,4,2,0,0,110.0,12.727272727272728,0,0,0,0,0,0,1,0,0,0,0,0
800,2,1,1,0,64.0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
1300,4,2,0,0,92.0,14.130434782608695,0,0,0,0,0,0,0,0,0,0,1,0
925,2,1,1,0,62.0,14.919354838709678,0,0,0,1,0,0,0,0,0,0,0,0
960,2,2,1,0,65.0,14.76923076923077,0,0,0,1,0,0,0,0,0,0,0,0
1280,3,1,1,1,83.0,15.421686746987952,0,0,0,0,0,0,0,0,0,0,0,0
1300,1,2,1,1,98.0,13.26530612244898,0,0,0,0,0,0,0,1,0,0,0,0
1750,2,2,1,0,96.0,18.229166666666668,0,0,0,0,0,0,0,0,0,0,0,1
1250,3,1,0,0,60.0,20.83333333333333,0,0,0,1,0,0,0,0,0,0,0,0
1195,1,1,1,0,64.0,18.671875,0,0,0,0,0,0,0,0,0,0,0,0
745,1,1,0,0,35.0,21.285714285714285,0,0,0,1,0,0,0,0,0,0,0,0
890,2,1,0,1,45.0,19.77777777777778,0,0,0,1,0,0,0,0,0,0,0,0
1100,2,1,0,0,60.0,18.33333333333333,0,0,0,0,1,0,0,0,0,0,0,0
1500,2,2,1,1,91.0,16.483516483516482,0,0,0,1,0,0,0,0,0,0,0,0
745,1,1,0,0,43.0,17.325581395348838,0,0,0,1,0,0,0,0,0,0,0,0
1075,2,1,1,0,55.0,19.545454545454547,0,0,0,0,0,0,0,0,0,0,0,0
900,1,1,0,0,83.0,10.843373493975903,0,0,0,1,0,0,0,0,0,0,0,0
1300,2,1,0,1,80.0,16.25,0,0,0,0,0,0,0,0,0,0,0,0
1790,3,2,1,1,110.0,16.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0
1295,2,1,1,0,70.0,18.5,0,0,0,0,1,0,0,0,0,0,0,0
2175,4,3,1,1,135.0,16.11111111111111,0,0,0,0,0,0,0,0,0,0,0,1
745,1,1,0,0,32.0,23.28125,0,0,0,0,0,0,0,0,0,0,1,0
900,2,2,1,0,76.0,11.842105263157896,0,0,0,1,0,0,0,0,0,0,0,0
1800,2,2,1,1,65.0,27.692307692307693,0,0,0,0,0,0,0,0,0,0,0,0
1050,1,1,1,0,63.0,16.666666666666668,0,0,0,1,0,0,0,0,0,0,0,0
975,1,1,1,0,51.0,19.11764705882353,0,0,0,1,0,0,0,0,0,0,0,0
1050,1,1,1,0,62.0,16.93548387096774,0,0,0,1,0,0,0,0,0,0,0,0
1050,1,1,1,0,50.0,21.0,0,0,0,1,0,0,0,0,0,0,0,0
1000,4,2,1,0,70.0,14.285714285714286,0,0,0,0,0,0,0,0,0,1,0,0
950,4,2,1,0,84.0,11.30952380952381,0,0,0,0,0,0,0,0,0,0,1,0
925,3,1,1,0,80.0,11.5625,0,0,0,0,0,0,0,0,0,0,1,0
800,2,1,1,0,65.0,12.307692307692308,0,0,0,1,0,0,0,0,0,0,0,0
750,3,1,1,0,57.0,13.157894736842104,0,0,0,0,0,0,0,1,0,0,0,0
890,3,1,1,1,70.0,12.714285714285714,0,0,0,0,0,0,0,0,1,0,0,0
1200,1,1,1,1,95.0,12.63157894736842,0,0,0,0,0,0,0,0,1,0,0,0
960,3,1,1,0,62.0,15.483870967741936,0,0,0,0,0,0,0,0,0,0,0,1
925,1,1,1,0,51.0,18.137254901960784,0,0,0,1,0,0,0,0,0,0,0,0
700,3,1,0,0,60.0,11.666666666666666,0,0,0,1,0,0,0,0,0,0,0,0
700,1,1,1,0,42.0,16.666666666666668,0,0,0,0,1,0,0,0,0,0,0,0
950,2,1,1,0,76.0,12.5,0,0,0,0,1,0,0,0,0,0,0,0
600,1,1,0,0,30.0,20.0,0,0,0,0,1,0,0,0,0,0,0,0
875,2,1,0,0,50.0,17.5,0,1,0,0,0,0,0,0,0,0,0,0
1700,5,3,1,0,160.0,10.625,0,0,0,0,0,0,0,0,0,0,0,1
1450,4,2,1,0,127.0,11.417322834645669,0,0,0,0,0,0,0,0,0,0,0,0
770,2,1,0,1,42.0,18.33333333333333,0,1,0,0,0,0,0,0,0,0,1,0
690,2,1,1,0,56.0,12.321428571428571,0,0,0,0,0,1,0,0,0,0,0,0
1150,1,2,0,0,63.0,18.253968253968253,0,0,0,0,0,0,0,0,0,0,0,1
1400,2,2,1,0,90.0,15.555555555555555,0,0,0,0,0,0,0,0,0,0,0,1
1100,3,2,1,0,90.0,12.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0
4500,4,2,1,1,118.0,38.13559322033898,0,0,0,0,0,0,0,0,0,1,0,0
3200,5,3,1,1,193.0,16.580310880829014,0,0,0,0,0,0,1,0,0,0,0,0
3000,2,2,1,0,80.0,37.5,0,0,0,1,0,0,0,0,0,0,0,0
2900,3,2,1,0,184.0,15.76086956521739,0,0,0,0,0,0,0,0,0,0,0,1
900,3,2,1,0,35.0,25.714285714285715,0,0,0,1,0,0,0,0,0,0,0,0
1500,3,2,1,1,95.0,15.789473684210526,0,0,0,0,0,0,0,0,0,0,0,1
875,3,1,1,0,59.0,14.830508474576272,0,0,0,0,0,0,0,0,0,0,0,0
2550,4,3,1,0,136.0,18.75,0,0,0,0,0,0,1,0,0,0,0,0
2350,2,2,1,0,100.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0
2300,4,3,1,0,210.0,10.952380952380953,0,0,0,0,0,0,0,0,0,0,0,0
1950,3,2,1,1,180.0,10.833333333333334,0,0,0,0,0,0,0,0,0,0,0,1
1400,4,2,1,1,100.0,14.0,0,0,0,0,0,0,0,0,0,0,0,1
1350,2,2,1,0,90.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0
1126,1,1,1,1,50.0,22.52,0,1,0,0,0,0,0,0,0,0,0,0
1300,3,2,1,1,100.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0
1250,3,2,1,0,80.0,15.625,0,0,0,0,0,0,0,0,0,0,0,1
1290,3,3,1,0,116.0,11.120689655172416,0,0,0,0,0,0,0,0,0,0,0,0
650,1,1,0,0,35.0,18.571428571428573,0,0,0,1,0,0,0,0,0,0,0,0
1000,3,2,0,0,90.0,11.11111111111111,0,0,0,0,1,0,0,0,0,0,0,0
1200,3,2,1,0,98.0,12.244897959183673,0,0,0,0,0,0,0,0,0,0,0,0
1200,3,2,1,0,98.0,12.244897959183673,0,0,0,0,0,0,0,0,0,0,0,0
1350,2,1,1,0,56.0,24.107142857142858,0,0,0,0,0,0,0,0,0,1,0,0
939,3,1,0,1,77.0,12.194805194805197,0,1,0,0,0,0,0,1,0,0,0,0
1025,3,1,1,0,80.0,12.8125,0,0,0,0,0,0,0,0,1,0,0,0
750,2,1,1,0,55.0,13.636363636363637,0,0,0,0,0,0,0,0,0,0,1,0
647,2,1,0,0,45.0,14.377777777777778,0,0,0,0,0,1,0,0,0,0,0,0
900,2,1,0,0,60.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0
800,3,1,1,0,70.0,11.428571428571429,0,0,0,0,1,0,0,0,0,0,0,0
650,1,1,1,0,33.0,19.69696969696969,0,0,0,0,0,0,0,0,0,0,0,1
1700,3,2,1,0,115.0,14.782608695652174,0,0,0,0,0,0,0,0,0,0,0,0
680,3,1,1,0,53.0,12.830188679245284,0,0,0,0,0,0,0,0,0,1,0,0
850,2,1,0,0,67.0,12.686567164179104,0,0,0,0,0,0,0,0,0,0,1,0
1590,2,2,0,0,74.0,21.486486486486488,0,0,0,0,0,0,0,0,0,0,0,1
1180,3,2,0,0,90.0,13.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0
695,1,1,1,0,50.0,13.9,1,0,0,0,1,0,0,0,0,0,0,0
1150,3,2,1,1,98.0,11.73469387755102,0,0,0,0,0,0,0,0,0,0,0,0
1400,4,1,1,1,130.0,10.76923076923077,0,1,0,0,0,1,0,0,0,0,0,0
1190,3,2,1,0,95.0,12.526315789473683,0,0,0,0,0,0,0,0,0,0,0,1
950,2,2,1,1,65.0,14.615384615384617,0,1,0,0,0,1,0,0,0,0,0,0
700,2,1,0,0,49.0,14.285714285714286,0,0,0,0,0,0,0,0,0,1,0,0
850,3,1,1,0,65.0,13.076923076923077,0,0,0,0,0,0,0,0,0,0,0,0
750,2,1,1,1,87.0,8.620689655172415,0,0,0,0,0,0,0,0,0,0,1,0
700,3,2,0,1,60.0,11.666666666666666,0,0,0,0,0,0,0,0,0,0,1,0
900,2,1,1,0,55.0,16.363636363636363,1,0,0,0,0,0,0,0,0,0,0,1
800,2,1,0,0,39.0,20.512820512820515,0,0,0,0,0,0,0,0,0,0,0,1
1100,4,2,1,0,100.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0
800,3,2,1,0,62.0,12.903225806451612,0,0,0,0,0,0,0,0,0,1,0,0
2000,2,2,1,0,73.0,27.3972602739726,1,0,0,0,0,0,0,0,0,0,0,0
930,1,1,1,1,65.0,14.307692307692308,0,0,0,0,0,0,0,0,0,0,0,0
1350,3,2,1,0,76.0,17.763157894736842,0,0,0,0,0,0,0,0,0,0,0,0
1370,2,2,1,0,90.0,15.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0
825,3,1,1,1,46.0,17.934782608695652,0,0,0,0,0,0,0,0,0,0,0,0
1200,4,2,1,0,119.0,10.084033613445378,0,0,0,0,0,0,0,0,0,0,0,1
500,1,1,1,0,25.0,20.0,0,0,0,0,1,0,0,0,0,0,0,0
675,1,1,1,0,32.0,21.09375,0,0,0,0,0,0,0,0,0,0,0,1
800,1,1,1,0,39.0,20.512820512820515,0,0,0,0,0,0,0,0,0,0,0,0
775,2,1,1,1,64.0,12.109375,0,0,0,0,1,0,0,0,0,0,0,0
1500,3,2,1,0,80.0,18.75,0,0,0,0,0,0,0,0,0,0,0,1
990,1,1,1,0,60.0,16.5,0,0,0,0,0,0,0,0,0,0,0,1
950,2,1,1,0,76.0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
727,2,1,1,0,60.0,12.116666666666667,0,0,0,0,0,0,0,0,0,1,0,0
1150,4,1,1,0,118.0,9.745762711864408,0,0,0,0,0,0,0,0,0,0,0,0
900,3,1,1,0,69.0,13.043478260869565,0,0,0,0,0,0,0,1,0,0,0,0
790,1,1,1,0,42.0,18.80952380952381,0,0,0,1,0,0,0,0,0,0,0,0
610,1,1,0,0,35.0,17.428571428571427,0,0,0,1,0,0,0,0,0,0,0,0
950,2,1,0,0,55.0,17.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0
1150,4,2,1,0,91.0,12.637362637362637,0,0,0,0,0,0,0,0,0,0,0,0
1200,4,2,1,1,111.0,10.81081081081081,0,0,0,0,1,0,0,0,0,0,0,0
875,3,1,1,0,62.0,14.112903225806452,0,0,0,0,0,0,0,0,0,0,1,0
950,4,1,1,0,80.0,11.875,0,0,0,0,0,0,0,0,0,0,0,0
870,3,2,0,0,73.0,11.917808219178085,0,0,0,1,0,0,0,0,0,0,0,0
1050,3,2,1,0,72.0,14.583333333333334,0,0,0,0,0,0,0,0,1,0,0,0
950,2,1,1,0,76.0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
1000,3,2,1,0,95.0,10.526315789473683,0,0,0,0,0,0,0,0,0,0,0,1
2500,3,2,1,0,190.0,13.157894736842104,0,0,0,0,0,0,1,0,0,0,0,0
925,2,2,0,0,89.0,10.393258426966293,0,0,0,0,1,0,0,0,0,0,0,0
1130,4,2,1,0,104.0,10.865384615384617,0,0,0,0,0,0,0,0,0,0,0,0
850,2,1,1,0,52.0,16.346153846153847,0,0,0,0,0,0,0,0,0,0,0,1
750,1,1,1,0,40.0,18.75,0,0,0,0,0,0,0,0,0,0,0,1
650,1,1,1,0,38.0,17.105263157894736,0,0,0,0,0,0,0,0,0,0,0,0
750,2,1,0,0,60.0,12.5,0,0,0,0,1,0,0,0,0,0,0,0
985,1,1,1,0,49.0,20.10204081632653,0,0,0,0,0,0,0,0,0,0,0,1
2000,3,2,1,0,100.0,20.0,0,0,0,0,0,0,0,0,0,0,0,1
850,2,1,1,0,44.0,19.318181818181817,0,0,0,0,0,0,0,0,0,0,0,0
1650,4,2,1,0,146.0,11.3013698630137,0,0,0,0,0,0,0,0,0,0,0,1
900,3,1,0,0,75.0,12.0,0,0,0,1,0,0,0,0,0,0,0,0
900,2,1,0,1,60.0,15.0,0,0,0,0,0,0,0,0,1,0,0,0
1400,2,3,0,0,83.0,16.867469879518072,0,0,0,0,0,0,0,0,0,0,0,1
1025,3,2,1,0,94.0,10.904255319148936,0,0,0,0,0,0,0,0,0,0,0,0
1080,2,1,0,0,75.0,14.4,0,0,0,0,0,0,0,0,0,0,0,1
4034,4,3,1,1,170.0,23.729411764705883,0,0,0,0,0,0,0,0,0,0,0,1
1250,3,2,1,0,94.0,13.297872340425531,0,0,0,0,0,0,0,0,0,0,0,1
2000,4,3,1,0,145.0,13.79310344827586,0,0,0,0,0,0,1,0,0,0,0,0
3961,3,2,1,1,142.0,27.8943661971831,0,0,0,0,0,0,0,0,0,0,0,1
900,1,1,1,1,34.0,26.47058823529412,0,0,0,0,1,0,0,0,0,0,0,0
950,2,1,1,0,70.0,13.571428571428571,0,0,0,0,0,0,0,0,0,0,0,1
925,2,2,0,0,87.0,10.632183908045976,0,0,0,0,1,0,0,0,0,0,0,0
3555,2,2,1,1,93.0,38.2258064516129,0,0,0,0,0,0,0,0,0,0,0,1
1150,3,1,0,0,72.0,15.97222222222222,0,0,0,0,0,0,0,0,0,1,0,0
2900,2,3,1,1,180.0,16.11111111111111,0,0,0,0,0,0,0,0,0,0,0,1
1240,2,2,1,0,75.0,16.533333333333335,0,0,0,0,0,0,0,0,0,0,1,0
1400,2,2,1,0,98.0,14.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0
1250,3,2,1,0,80.0,15.625,0,0,0,0,0,0,0,0,0,0,0,1
1290,3,2,1,0,115.0,11.217391304347826,0,0,0,0,0,0,0,0,0,0,0,0
1080,2,1,0,0,80.0,13.5,0,0,0,0,0,0,0,0,0,0,0,1
2250,2,3,0,1,150.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0
1200,3,1,1,1,100.0,12.0,0,0,0,0,0,0,0,0,0,0,0,1
790,1,1,0,0,52.0,15.192307692307692,0,0,1,1,0,0,0,0,0,0,0,0
760,2,1,0,0,50.0,15.2,0,0,0,0,1,0,0,0,0,0,0,0
1100,3,1,1,0,100.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0
1350,3,1,1,0,87.0,15.517241379310343,0,0,0,0,0,0,0,0,0,0,0,0
950,2,1,1,0,64.0,14.84375,0,0,0,0,0,0,0,0,0,0,0,0
850,2,2,0,0,55.0,15.454545454545457,0,0,0,0,0,0,0,0,0,0,1,0
1000,3,1,1,1,78.0,12.82051282051282,0,0,0,0,0,0,0,0,0,0,1,0
1150,3,2,1,0,107.0,10.74766355140187,0,0,0,1,0,0,0,0,0,0,0,0
550,1,1,1,1,32.0,17.1875,0,0,0,0,0,0,0,1,0,0,0,0
1170,2,2,1,0,85.0,13.764705882352942,0,0,0,0,0,0,0,1,0,0,0,0
1100,3,2,1,0,81.0,13.580246913580249,0,0,0,0,0,0,1,0,0,0,0,0
930,2,1,1,0,100.0,9.3,0,0,0,0,0,0,0,0,0,0,1,0
1450,2,2,1,1,77.0,18.83116883116883,0,0,0,0,0,0,0,0,0,0,0,0
915,4,2,1,1,85.0,10.764705882352942,0,0,0,0,0,1,0,0,0,0,0,0
975,2,1,0,0,70.0,13.928571428571429,0,0,0,1,0,0,0,0,0,0,0,0
725,2,1,1,0,61.0,11.885245901639344,0,0,0,0,0,1,0,0,0,0,0,0
2200,2,1,1,0,65.0,33.84615384615385,0,0,0,0,0,0,0,0,0,0,0,1
750,2,1,0,1,60.0,12.5,0,1,0,0,0,0,0,0,1,0,0,0
1100,3,1,1,0,80.0,13.75,0,0,0,0,0,0,0,0,0,0,0,0
2400,3,3,1,0,140.0,17.142857142857142,0,0,0,0,0,0,0,0,0,0,0,1
835,2,1,1,0,63.0,13.253968253968257,0,0,0,0,0,0,0,0,0,1,0,0
1000,2,1,1,0,74.0,13.513513513513514,0,0,0,0,0,0,0,0,0,0,0,0
1250,3,2,1,0,82.0,15.24390243902439,0,0,0,0,0,0,0,0,0,0,0,1
1975,3,2,1,1,130.0,15.192307692307692,0,0,0,0,0,0,0,0,0,0,0,0
1168,2,1,1,0,40.0,29.2,0,0,0,0,0,0,0,0,0,0,0,1
1100,3,2,1,0,82.0,13.414634146341465,0,0,0,0,0,0,0,0,0,0,0,0
2650,4,3,1,1,180.0,14.72222222222222,0,1,0,0,0,0,0,0,0,0,0,0
900,2,1,1,0,58.0,15.517241379310343,0,0,0,0,0,0,0,0,0,1,0,0
4500,4,3,1,0,130.0,34.61538461538461,0,0,0,0,0,0,0,0,0,0,0,0
1000,4,2,0,0,97.0,10.309278350515465,0,0,0,0,0,0,0,0,0,0,1,0
735,1,1,0,0,32.0,22.96875,0,0,0,0,0,0,0,0,0,0,1,0
775,3,1,1,0,60.0,12.916666666666666,0,0,0,0,0,0,0,0,0,0,0,0
1100,2,2,1,0,80.0,13.75,0,0,0,1,0,0,0,0,0,0,0,0
1050,3,1,1,0,70.0,15.0,0,0,0,0,0,0,0,0,0,0,1,0
1225,4,2,1,0,118.0,10.38135593220339,0,0,0,0,0,0,0,0,0,0,0,0
875,3,1,1,0,65.0,13.461538461538462,0,0,0,0,0,0,0,0,0,0,1,0
800,2,1,1,0,65.0,12.307692307692308,0,0,0,0,0,0,0,0,0,0,1,0
900,2,1,1,0,61.0,14.754098360655735,0,0,0,0,0,0,0,0,1,0,0,0
1050,2,1,1,0,68.0,15.441176470588236,0,0,0,0,0,0,1,0,0,0,0,0
1280,3,2,1,0,120.0,10.666666666666666,0,0,0,0,0,0,0,0,0,0,0,1
1280,3,2,1,0,110.0,11.636363636363637,0,0,0,0,0,0,0,0,0,0,0,1
950,3,1,1,0,78.0,12.17948717948718,0,0,0,0,0,0,0,0,0,0,0,1
850,2,1,1,0,64.0,13.28125,0,0,0,0,0,0,0,0,0,0,0,0
1000,3,2,1,1,92.0,10.869565217391305,0,0,0,0,0,0,1,0,0,0,0,0
900,2,1,1,0,62.0,14.516129032258064,0,0,0,0,0,0,0,0,0,0,1,0
800,2,1,1,0,54.0,14.814814814814817,0,0,0,0,0,0,0,1,0,0,0,0
1100,3,1,1,0,78.0,14.102564102564102,0,0,0,0,0,0,0,0,0,0,0,0
675,1,1,1,0,31.0,21.774193548387096,0,0,0,0,0,0,0,0,0,0,0,1
975,1,1,1,0,62.0,15.725806451612904,0,0,0,0,0,0,0,0,0,0,0,0
800,2,1,0,0,52.0,15.384615384615383,0,0,0,0,0,0,0,0,0,0,1,0
990,2,1,1,0,42.0,23.571428571428573,0,0,0,0,0,0,0,0,0,0,0,0
1300,4,2,1,0,90.0,14.444444444444445,0,0,0,0,0,0,0,0,0,0,0,0
2200,3,3,1,0,131.0,16.793893129770993,0,0,0,0,0,0,0,0,0,0,0,1
2200,3,2,1,0,120.0,18.33333333333333,0,0,0,0,0,0,0,0,0,0,0,1
1170,4,2,1,0,85.0,13.764705882352942,0,0,0,0,0,0,0,0,0,0,0,0
1150,2,1,1,0,64.0,17.96875,1,0,0,0,0,0,0,0,0,0,0,1
779,2,1,0,0,42.0,18.547619047619047,1,0,0,0,0,0,0,0,0,1,0,0
1200,2,1,1,1,86.0,13.953488372093023,0,1,0,0,0,0,0,0,0,0,0,0
950,1,1,0,1,55.0,17.272727272727273,0,1,0,0,0,0,0,0,0,1,0,0
900,2,1,1,1,55.0,16.363636363636363,0,1,0,0,0,1,0,0,0,0,0,0
775,2,1,0,0,34.0,22.794117647058822,0,0,0,1,0,0,0,0,0,0,0,0
800,2,1,0,0,53.0,15.09433962264151,0,0,0,0,1,0,0,0,0,0,0,0
900,2,1,1,0,65.0,13.846153846153848,0,0,0,0,0,0,0,0,0,0,0,1
900,1,1,0,0,40.0,22.5,0,0,0,0,0,0,0,0,0,0,0,1
1165,2,1,1,0,80.0,14.5625,0,0,0,0,0,0,0,0,0,1,0,0
1195,2,2,1,0,63.0,18.96825396825397,0,0,0,0,0,0,0,0,0,0,1,0
800,2,1,0,0,48.0,16.666666666666668,0,1,0,0,0,0,0,0,0,0,0,1
950,3,1,1,0,64.0,14.84375,0,0,0,0,0,0,0,0,0,0,0,0
990,4,2,1,0,84.0,11.785714285714286,0,0,0,0,0,0,0,0,0,0,1,0
2400,3,2,1,1,118.0,20.338983050847457,0,0,0,0,0,0,0,0,0,0,0,0
900,3,1,1,0,80.0,11.25,0,0,0,0,0,1,0,0,0,0,0,0
1100,1,1,1,0,45.0,24.444444444444443,1,0,0,0,0,0,0,0,0,0,0,1
1100,3,2,1,0,77.0,14.285714285714286,0,0,0,0,0,0,0,0,0,1,0,0
1300,4,1,1,1,110.0,11.818181818181818,0,0,0,0,0,0,1,0,0,0,0,0
850,3,1,1,0,67.0,12.686567164179104,0,0,0,0,1,0,0,0,0,0,0,0
950,3,2,1,0,74.0,12.83783783783784,0,0,0,0,1,0,0,0,0,0,0,0
990,4,1,0,0,75.0,13.2,0,0,0,0,0,0,0,0,0,0,0,0
950,1,1,1,1,55.0,17.272727272727273,0,1,0,0,1,0,0,0,0,0,0,0
800,1,1,0,0,46.0,17.391304347826086,0,0,0,1,0,0,0,0,0,0,0,0
783,3,1,1,0,62.0,12.629032258064516,0,0,0,0,0,0,0,0,0,0,1,0
900,2,2,1,0,70.0,12.857142857142858,0,0,0,0,0,0,1,0,0,0,0,0
735,2,1,1,0,47.0,15.638297872340424,0,0,0,0,0,0,0,0,0,0,0,1
1700,2,3,0,1,180.0,9.444444444444445,1,0,0,0,0,0,0,0,0,0,1,0
1225,3,1,1,0,80.0,15.3125,0,0,0,0,0,0,0,0,0,0,0,1
1300,2,2,0,1,84.0,15.476190476190476,0,0,0,0,0,0,0,0,0,1,0,0
700,2,1,1,0,50.0,14.0,0,0,0,0,0,1,0,0,0,0,0,0
880,3,1,1,0,70.0,12.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0
1000,3,2,1,0,75.0,13.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0
1195,2,1,1,0,72.0,16.59722222222222,0,0,0,0,0,0,0,0,0,1,0,0
1300,2,1,1,0,62.0,20.967741935483872,0,0,0,0,0,0,0,0,0,1,0,0
875,4,1,1,0,70.0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
1195,1,1,1,0,65.0,18.384615384615383,0,0,0,0,0,0,0,0,0,0,0,0
925,4,1,1,1,91.0,10.164835164835164,0,0,0,0,0,0,0,0,0,0,1,0
995,2,1,1,0,72.0,13.819444444444445,0,0,0,0,0,0,0,0,0,0,0,0
895,2,1,1,0,65.0,13.76923076923077,0,0,0,1,0,0,0,0,0,0,0,0
1400,2,1,1,1,62.0,22.580645161290324,0,1,0,0,0,0,0,0,0,0,0,0
1095,2,1,0,1,85.0,12.882352941176473,0,0,0,1,0,0,0,0,0,0,0,0
1290,3,2,1,0,78.0,16.53846153846154,0,0,0,1,0,0,0,0,0,0,0,0
1200,2,1,1,0,65.0,18.46153846153846,0,0,0,0,0,0,0,0,0,0,0,0
1050,3,1,1,0,75.0,14.0,0,0,0,0,0,0,0,0,0,0,0,1
995,2,1,1,0,60.0,16.583333333333332,0,0,0,0,0,0,0,0,0,0,1,0
1150,1,1,1,0,42.0,27.38095238095238,0,0,0,0,0,0,0,0,0,0,1,0
4000,4,3,1,1,185.0,21.62162162162162,0,0,0,0,0,0,0,0,0,0,0,1
1250,3,1,1,0,75.0,16.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0
1495,3,2,1,0,110.0,13.590909090909092,0,0,0,0,0,0,0,0,0,0,0,0
1300,3,2,1,0,118.0,11.016949152542374,0,0,0,0,0,0,0,0,0,0,0,0
1150,2,1,1,0,65.0,17.692307692307693,0,0,0,0,0,0,0,0,0,0,0,0
1200,3,1,1,0,60.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
1150,4,2,1,1,118.0,9.745762711864408,0,0,0,0,0,0,0,0,0,0,0,0
675,1,1,0,0,25.0,27.0,0,0,0,0,1,0,0,0,0,0,0,0
750,2,1,0,0,54.0,13.88888888888889,0,0,0,0,0,0,0,0,0,0,1,0
1000,3,1,1,0,80.0,12.5,0,0,0,0,0,0,0,0,1,0,0,0
1700,4,2,1,0,160.0,10.625,0,0,0,0,0,0,0,0,0,0,0,1
1050,2,1,1,0,65.0,16.153846153846153,0,0,0,0,0,0,0,0,0,0,0,0
1040,3,1,1,1,68.0,15.294117647058824,0,0,0,0,0,0,0,0,0,0,1,0
820,3,1,0,1,53.0,15.471698113207546,0,0,0,0,0,0,0,0,0,0,1,0
